,Unnamed: 0,Event Title,Organizer,Artists,Location,Venue Name,Venue Link,Heure,Date,Price,Event Link,Genres
0,0,COLISEUM - THE BURNING LANDS,Amnexia,"Darktek, Teksa, A5KM, La Kajofol, Sasio, Rawcket, Flodzi","100 Av. du Général Leclerc, 93500 Pantin, France",Nexus,"https://www.google.com/maps/search/Nexus%2C%20100%20Av.%20du%20G%C3%A9n%C3%A9ral%20Leclerc%2C%2093500%20Pantin%2C%20France/@48.8971575,2.405313,17z",23:00 à 07:00,2023-12-23,"16,99 €",https://shotgun.live/events/coliseum-the-burning-lands,"hardcore, hardtek, acidcore, hardstyle, hard techno, techno"
1,1,PANTHEON presents : AMINE K & DAVIDE SQUILLACE - 23/12,Maori Production,"Amine K (Moroko Loko), davide squillace, NAMU","8 Port des Invalides, 75007 Paris, France",Non mentionné,"https://www.google.com/maps/search/8%20Port%20des%20Invalides%2C%2075007%20Paris%2C%20France/@48.863155,2.312947,17z",23:45 à 06:00,2023-12-23,"21,00 €",https://shotgun.live/events/pantheon-presents-amine-k-davide-squillace-23-12,
2,2,"IVORY (AFTERLIFE/INNERVISIONS), MIMI x FY, SINGI I DUST",DUST,"Ivory, MĪMĪ x FY, Singi","Palais De Tokyo, 13 Av. du Président Wilson, 75016 Paris, France",YOYO,"https://www.google.com/maps/search/YOYO%2C%20Palais%20De%20Tokyo%2C%2013%20Av.%20du%20Pr%C3%A9sident%20Wilson%2C%2075016%20Paris%2C%20France/@48.864188,2.296512,17z",23:45 à 06:00,2023-12-23,"31,50 €",https://shotgun.live/events/ivory-afterlife-innervisions-mimi-x-fy-singi-i-dust,"deep house, techno, melodic house & techno, electro, tech house"
3,3,Un Noël latino !,LA BELLEVILLOISE,,"19-21 Rue Boyer, 75020 Paris, France",La Bellevilloise,"https://www.google.com/maps/search/La%20Bellevilloise%2C%2019-21%20Rue%20Boyer%2C%2075020%20Paris%2C%20France/@48.8683511,2.3921569,17z",23:00 à 05:30,2023-12-23,"12,10 €",https://shotgun.live/events/un-noel-latino,"salsa, reggaeton, baile funk"
4,4,RÊVE PARTY - Péniche Cinéma - Techno to Trance,StereOrganic Productions,"Abiotiq - Bom Shanka Music, Auri0n, Otezuka, k0uci, Hemei, dj_kinokosan, Alix","59 Bd Macdonald, 75019 Paris, France",La Péniche Cinéma - Le Baruda,"https://www.google.com/maps/search/La%20P%C3%A9niche%20Cin%C3%A9ma%20-%20Le%20Baruda%2C%2059%20Bd%20Macdonald%2C%2075019%20Paris%2C%20France/@48.8951057,2.3923174,17z",23:00 à 07:00,2023-12-23,"10,99 €",https://shotgun.live/events/reve-party-peniche-cinema-techno-to-trance,"techno, hard techno, psytrance, dark psytrance"
5,5,NAVA - FOLIES PIGALLE,LES FOLIES PIGALLE,,"11 Pl. Pigalle, 75009 Paris, France",Folies Pigalle,"https://www.google.com/maps/search/Folies%20Pigalle%2C%2011%20Pl.%20Pigalle%2C%2075009%20Paris%2C%20France/@48.8819903,2.3368769,17z",23:00 à 06:00,2023-12-23,"12,99 €",https://shotgun.live/events/nava-folies-pigalle,"rap, trap, hip hop, techno, dance"
6,6,Club — Dam Swindle all night long,BADABOUM,Dam Swindle,"2 bis Rue des Taillandiers, 75011 Paris, France",Badaboum,"https://www.google.com/maps/search/Badaboum%2C%202%20bis%20Rue%20des%20Taillandiers%2C%2075011%20Paris%2C%20France/@48.8535282,2.375755,17z",23:30 à 07:00,2023-12-23,"13,49 €",https://shotgun.live/events/club-dam-swindle-all-night-long,"house, deep house, disco"
7,7,"BELLE EPOQUE! W/ DAVID SHAW AND THE BEAT , EDOUARD!",Silencio Club,"David Shaw And The Beat, Edouard! / Belle Epoque!","142 Rue Montmartre, 75002 Paris, France",Silencio Club,"https://www.google.com/maps/search/Silencio%20Club%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8689515,2.3434538,17z",23:00 à 06:00,2023-12-23,"15,00 €",https://shotgun.live/events/belle-epoque-w-david-shaw-and-the-beats,"house, techno"
8,8,All I Want For Christmas Is MEDUZA,LA JAVA,"Deborah Aime La Bagarre, Sean, Tudor, Hippal","105 Rue du Faubourg du Temple, 75010 Paris, France",La Java,"https://www.google.com/maps/search/La%20Java%2C%20105%20Rue%20du%20Faubourg%20du%20Temple%2C%2075010%20Paris%2C%20France/@48.8711155,2.3738277,17z",23:00 à 06:00,2023-12-23,"10,69 €",https://shotgun.live/events/all-i-want-for-christmas-is-meduza,"house, electro"
9,9,Pati,Events Pati,"TERRA BLVCK, FASHIXNKILLA","109 Rue Oberkampf, 75011 Paris, France",Nouveau Casino,"https://www.google.com/maps/search/Nouveau%20Casino%2C%20109%20Rue%20Oberkampf%2C%2075011%20Paris%2C%20France/@48.8658713,2.3778975,17z",23:00 à 17:00,2023-12-23,"15,99 €",https://shotgun.live/events/pati,
10,10,Sacré présente Toy Tonics Jam (special secret linup),Sacré,"Toy Tonics, DJ Suspect","142 Rue Montmartre, 75002 Paris, France",Sacré,"https://www.google.com/maps/search/Sacr%C3%A9%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8690667,2.3433652,17z",23:00 à 06:00,2023-12-23,"10,00 €",https://shotgun.live/events/sacre-presente-toy-tonics-jam-special-secret-linup,"house, disco house, disco, funk"
11,11,MOD'S PARTY : The Arrogant + Soul Time,tsc records live,,"5/7 Rue Moret, 75011 Paris, France",L'International,"https://www.google.com/maps/search/L'International%2C%205%2F7%20Rue%20Moret%2C%2075011%20Paris%2C%20France/@48.866729,2.3796746,17z",18:00 à 00:00,2023-12-23,"9,99 €",https://shotgun.live/events/mod-s-party-the-arrogant-soul-time,
12,12,"SKYLAX X GLAZART : Theos, Floorfillers & Hardrock Striker",GLAZART,"théos, SKYLAX, Floorfillers","7 Av. de la Prte de la Villette, 75019 Paris, France",Glazart,"https://www.google.com/maps/search/Glazart%2C%207%20Av.%20de%20la%20Prte%20de%20la%20Villette%2C%2075019%20Paris%2C%20France/@48.899326,2.3867336,17z",23:59 à 06:00,2023-12-23,"12,00 €",https://shotgun.live/events/skylax-x-glazart-theos-floorfillers-hardrock-striker,house
13,13,Heartless Super Club - Live Vacra,All Inc,VACRA (Officiel),"Pl. des Insurgés de Varsovie, 75015 Paris, France",T7,"https://www.google.com/maps/search/T7%2C%20Pl.%20des%20Insurg%C3%A9s%20de%20Varsovie%2C%2075015%20Paris%2C%20France/@48.8279857,2.2886096,17z",23:00 à 06:00,2023-12-23,"23,10 €",https://shotgun.live/events/heartless-super-club-closing-2023,"hip hop, rap, trap"
14,14,GATE & DEEPERS,DEEPERS,"RHOOWAX, Yomi & RonysooL(Insta ronysool_music & yomiperetz), Walli Music (instagram : walli_music), YAZAY, CHAOUAT, Zia Music, _SALOMÉ","2 Pl de la Prte Maillot, 75017 Paris, France",Non mentionné,"https://www.google.com/maps/search/2%20Pl%20de%20la%20Prte%20Maillot%2C%2075017%20Paris%2C%20France/@48.8791548,2.2834885,17z",23:00 à 07:00,2023-12-23,"10,99 €",https://shotgun.live/events/gate-deepers,"tech house, afro house, melodic house & techno, deep house"
15,15,Reggaton party sur les toits de paris,jean BOURBON,Dj Alkior,"4 Rue du Départ, 75015 Paris, France",Tout le Monde en Parle restaurant festif club,"https://www.google.com/maps/search/Tout%20le%20Monde%20en%20Parle%20restaurant%20festif%20club%2C%204%20Rue%20du%20D%C3%A9part%2C%2075015%20Paris%2C%20France/@48.8429668,2.3230198,17z",23:00 à 05:00,2023-12-23,"15,99 €",https://shotgun.live/events/reggaton-party-sur-les-toits-de-paris,"reggaeton, salsa, brazilian, hip hop, world music"
16,16,NOCTURNAL SPELLS #1 @Caves Saint Sabin [Paris] - 23.12.2023,Lilla Records,"MøMz, Mowglitch, Kaprika, Hyphae - Soundblasting Records, ESTHERRR","50 Rue St Sabin, 75011 Paris, France",Les Caves Saint-Sabin,"https://www.google.com/maps/search/Les%20Caves%20Saint-Sabin%2C%2050%20Rue%20St%20Sabin%2C%2075011%20Paris%2C%20France/@48.8586111,2.3691667,17z",23:00 à 06:00,2023-12-23,"10,99 €",https://shotgun.live/events/nocturnal-spells-1-caves-saint-sabin-paris-23-12-2023,
17,17,ALMA CLUB INVITES BAGHEERA & GIANNI,Alma Club,Bagheera,"15 Av. Montaigne, 75008 Paris, France",Alma Club Montaigne,"https://www.google.com/maps/search/Alma%20Club%20Montaigne%2C%2015%20Av.%20Montaigne%2C%2075008%20Paris%2C%20France/@48.8655848,2.3030586,17z",23:55 à 05:00,2023-12-23,"10,99 €",https://shotgun.live/events/alma-club-invites-bagheera-gianni,house
18,18,9HOUSE,L’ŒIL,,"33 Rue des Petits Champs, 75001 Paris, France",Non mentionné,"https://www.google.com/maps/search/33%20Rue%20des%20Petits%20Champs%2C%2075001%20Paris%2C%20France/@48.8667149,2.3365697,17z",23:00 à 05:00,2023-12-23,"9,99 €",https://shotgun.live/events/9-house,
19,19,Spasmophilie,Contrxaction,"Contrxaction, INESHIGHNESS, Baddhu","5/7 Rue Moret, 75011 Paris, France",L'International,"https://www.google.com/maps/search/L'International%2C%205%2F7%20Rue%20Moret%2C%2075011%20Paris%2C%20France/@48.866729,2.3796746,17z",23:50 à 06:00,2023-12-23,"7,00 €",https://shotgun.live/events/spasmophilie,techno
20,20,Afro Bal spécial Afrobeat Night live + Djs groove & électro!,Groovalizacion,"GHOST NEBULA, Cucurucho Groovalizacion, Groovalizacion",Lieu secret,Non mentionné,Lieu secret,c From 8:00 PM To 5:00 AM,2023-12-23,"5,50 €",https://shotgun.live/events/afro-bal-special-afrobeat-night-live-djs-groove-electro,"afrobeat, afro house, dancehall, funk, electronica, world music"
21,21,"Djoon: Jeff The Fool, DJ Steaw & Wilt",DJOON,"Jeff The Fool, Dj Steaw","22 Bd Vincent Auriol, 75013 Paris, France",Djoon,"https://www.google.com/maps/search/Djoon%2C%2022%20Bd%20Vincent%20Auriol%2C%2075013%20Paris%2C%20France/@48.8365668,2.3714388,17z",23:59 à 06:00,2023-12-23,"10,99 €",https://shotgun.live/events/djoon-jeff-the-fool-dj-steaw-wilt,"house, deep house, acid house, garage, chicago house, disco"
22,22,OPERA HIP-HOP au BRIDGE / 23/12,Wattsmyname,,"Pont Alexandre III, 75008 Paris, France",Pont Alexandre III,"https://www.google.com/maps/search/Pont%20Alexandre%20III%2C%20Pont%20Alexandre%20III%2C%2075008%20Paris%2C%20France/@48.8638995,2.313559,17z",23:45 à 05:45,2023-12-23,"10,99 €",https://shotgun.live/events/opera-hip-hop-au-bridge-23-12,"rap, trap, r&b, afrobeat, hip hop, reggaeton"
23,23,Dolce vita @ Gibus x Dj Did,Fullnafull Paris,DJ Did,"18 Rue du Faubourg du Temple, 75011 Paris, France",Non mentionné,"https://www.google.com/maps/search/18%20Rue%20du%20Faubourg%20du%20Temple%2C%2075011%20Paris%2C%20France/@48.8683647,2.3662174,17z",00:00,2023-12-23,"10,99 €",https://shotgun.live/events/dolce-vita-gibus-x-dj-did,
24,24,"Figurative Records: EG, Louison, Figurative Crew",REX CLUB,"Figurative Records, EG, Louison","5 Bd Poissonnière, 75002 Paris, France",Rex Club,"https://www.google.com/maps/search/Rex%20Club%2C%205%20Bd%20Poissonni%C3%A8re%2C%2075002%20Paris%2C%20France/@48.8705725,2.3473815,17z",23:59 à 07:00,2023-12-23,"15,80 €",https://shotgun.live/events/figurative-records-eg-louison-figurative-crew,"electro, house"
25,25,LA + GROSSE SOIREE HIP HOP DE FRANCE START GAME EPISODE 11,BK PRODUCTIONS,,"3 Port des Champs-Élysées, 75008 Paris, France",Bridge Club,"https://www.google.com/maps/search/Bridge%20Club%2C%203%20Port%20des%20Champs-%C3%89lys%C3%A9es%2C%2075008%20Paris%2C%20France/@48.8640808,2.3121334,17z",23:30 à 06:00,2023-12-23,"10,99 €",https://shotgun.live/events/la-grosse-soiree-hip-hop-de-france-start-game-episode-11,
26,26,Kolasi Podcast Club with Isaac Gueye,Kolasi,Isaac Gueye,"25 Rue Jean Giraudoux, 75116 Paris, France",Non mentionné,"https://www.google.com/maps/search/25%20Rue%20Jean%20Giraudoux%2C%2075116%20Paris%2C%20France/@48.8694469,2.2964964,17z",23:30 à 04:00,2023-12-23,"35,00 €",https://shotgun.live/events/kolasi-podcast-club-with-isaac-gueye,"melodic house & techno, techno, deep house"
27,27,La Dancing # Samedi 23 Dec,Etoiles,"David Stepanoff, Marc  Ryan, Sam Karlson","61 Rue du Château d'Eau, 75010 Paris, France",Les Étoiles,"https://www.google.com/maps/search/Les%20%C3%89toiles%2C%2061%20Rue%20du%20Ch%C3%A2teau%20d'Eau%2C%2075010%20Paris%2C%20France/@48.872467,2.35517,17z",23:55 à 06:00,2023-12-23,"12,99 €",https://shotgun.live/events/la-dancing-samedi-23-dec,"electro, hip hop, r&b, pop, dance, house"
28,28,Christmas Rock,atomic cat,,"6 Pass. Thiéré, 75011 Paris, France",Atomic Cat,"https://www.google.com/maps/search/Atomic%20Cat%2C%206%20Pass.%20Thi%C3%A9r%C3%A9%2C%2075011%20Paris%2C%20France/@48.8535609,2.3747677,17z",00:00,2023-12-22,"2,99 €",https://shotgun.live/events/christmas-rock,"rock, pop rock, metal, industrial metal"
29,29,Level Paris From Paris 23 décembre,Level Paris,,"49 Rue de Ponthieu, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/49%20Rue%20de%20Ponthieu%2C%2075008%20Paris%2C%20France/@48.8715966,2.3061318,17z",00:30,2023-12-23,"15,99 €",https://shotgun.live/events/level-paris-from-paris-23-decembre,
30,30,BETTER WORK BITCH spécial Noël at WorkshoW,Workshow,,"173 Rue Saint-Martin, 75003 Paris, France",WorkshoW PARIS,"https://www.google.com/maps/search/WorkshoW%20PARIS%2C%20173%20Rue%20Saint-Martin%2C%2075003%20Paris%2C%20France/@48.8626005,2.3520042,17z",18:00 à 02:00,2023-12-23,Gratuit,https://shotgun.live/events/better-work-bitch-special-noel-at-worksho-w,"pop, dance, house, disco"
31,31,DécaDance spécial Noël at WorkshoW,Workshow,,"173 Rue Saint-Martin, 75003 Paris, France",WorkshoW PARIS,"https://www.google.com/maps/search/WorkshoW%20PARIS%2C%20173%20Rue%20Saint-Martin%2C%2075003%20Paris%2C%20France/@48.8626005,2.3520042,17z",18:00 à 02:00,2023-12-23,Gratuit,https://shotgun.live/events/deca-dance-special-noel-at-worksho-w,"pop, disco, dance"
32,32,PANIC CLUB,Panic Room,"Sonia Michigan / Psukha, Tout Feu Tout Femme, Random, Mycelium Shroom Syndicate, Luz del Fuego, Break A Leg","101 Rue Amelot, 75011 Paris, France",Panic Room,"https://www.google.com/maps/search/Panic%20Room%2C%20101%20Rue%20Amelot%2C%2075011%20Paris%2C%20France/@48.8612154,2.3675388,17z",19:00 à 05:00,2023-12-23,Gratuit,https://shotgun.live/events/panic-club,"house, techno"
33,33,SATURDAY LIVE FEVER 23/12,onlyonlive,Drey Key,"32 Rue de Tilsitt, 75017 Paris, France",Non mentionné,"https://www.google.com/maps/search/32%20Rue%20de%20Tilsitt%2C%2075017%20Paris%2C%20France/@48.8748389,2.2931702,17z",20:00 à 04:00,2023-12-23,"26,25 €",https://shotgun.live/events/saturday-live-fever-23-12,"dance, deep house, disco"
34,34,MEDITATION TOUR X-MAS EDITION - Les Poulets sans Tête,L'Alimentation Générale,les poulets sans têtes,"64 Rue Jean-Pierre Timbaud, 75011 Paris, France",L'Alimentation Générale,"https://www.google.com/maps/search/L'Alimentation%20G%C3%A9n%C3%A9rale%2C%2064%20Rue%20Jean-Pierre%20Timbaud%2C%2075011%20Paris%2C%20France/@48.8667023,2.3744867,17z",20:00 à 23:00,2023-12-23,Gratuit,https://shotgun.live/events/meditation-tour-x-mas-edition-les-poulets-sans-tete,"rock, techno, goth"
35,35,Endless Musical Trip: before Christmas,Liebe,,"46 Rue du Faubourg Montmartre, 75009 Paris, France",Liebe - Bar Electro,"https://www.google.com/maps/search/Liebe%20-%20Bar%20Electro%2C%2046%20Rue%20du%20Faubourg%20Montmartre%2C%2075009%20Paris%2C%20France/@48.8747669,2.341606,17z",22:00 à 06:00,2023-12-23,Gratuit,https://shotgun.live/events/endless-musical-trip-before-christmas,techno
36,36,"Club Tropicalia 23/12 ~Latin, Afro, Caribbean, Brazil Party!",Groovalizacion,"Cucurucho Groovalizacion, Groovalizacion, GHOST NEBULA","44 Rue de la Folie Méricourt, 75011 Paris, France",Punk Paradise,"https://www.google.com/maps/search/Punk%20Paradise%2C%2044%20Rue%20de%20la%20Folie%20M%C3%A9ricourt%2C%2075011%20Paris%2C%20France/@48.8636957,2.3724211,17z",23:00 à 05:00,2023-12-23,"8,99 €",https://shotgun.live/events/club-tropicalia-23-12-latin-afro-caribbean-brazil-party,"afrobeat, afro house, reggaeton, dancehall, baile funk, world music"
37,37,Vs Show,Vs Show,,"51 Rue de Ponthieu, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/51%20Rue%20de%20Ponthieu%2C%2075008%20Paris%2C%20France/@48.8714402,2.3057988,17z",23:00 à 06:00,2023-12-23,Gratuit,https://shotgun.live/events/vs-show,
38,38,"POPPIN (HIP HOP, AFRO, DANCEHALL, AMAPIANO) - SAMEDI 23/12",MovidaClubParis,,"32 Av. Corentin Cariou, 75019 Paris, France",MOVIDA CLUB PARIS,"https://www.google.com/maps/search/MOVIDA%20CLUB%20PARIS%2C%2032%20Av.%20Corentin%20Cariou%2C%2075019%20Paris%2C%20France/@48.8972242,2.3857316,17z",23:00 à 06:00,2023-12-23,"15,99 €",https://shotgun.live/events/poppin-hip-hop-afro-dancehall-amapiano-samedi-23-12,"rap, hip hop, dancehall, afrobeat"
39,39,BACK TO BASIC - GURU CLUB,guru paris,,"36 Bd de la Bastille, 75012 Paris, France",Non mentionné,"https://www.google.com/maps/search/36%20Bd%20de%20la%20Bastille%2C%2075012%20Paris%2C%20France/@48.8504685,2.3691543,17z",23:00 à 05:00,2023-12-23,Gratuit,https://shotgun.live/events/back-to-basic-guru-paris,
40,40,In_Fusion @Gambetta X : Kinky Xmas,InFusion,"Meygoo, SIRYY, 2 Bass, NoNo aka Zer0BPM","104 Rue de Bagnolet, 75020 Paris, France",Le Gambetta,"https://www.google.com/maps/search/Le%20Gambetta%2C%20104%20Rue%20de%20Bagnolet%2C%2075020%20Paris%2C%20France/@48.8594913,2.4030945,17z",23:00 à 05:00,2023-12-23,"5,00 €",https://shotgun.live/events/in-fusion-gambetta-x-kinky-xmas,"techno, hard groove, psytrance, experimental"
41,41,MACHÜ-PICHÜ,Made in A,"Raphael Hayon, Harrow, Thiess Assous, Sasha Kaaÿ","47 Rue Berger, 75001 Paris, France",Cha-Cha Club,"https://www.google.com/maps/search/Cha-Cha%20Club%2C%2047%20Rue%20Berger%2C%2075001%20Paris%2C%20France/@48.862049,2.3424365,17z",23:30 à 05:00,2023-12-23,"21,00 €",https://shotgun.live/events/copy-of-machu-pichu-2,"afro house, deep house, melodic house & techno, house"
42,42,"Dynastie, every saturday : Vaquero Birthday !",B.E. PROD,,"49 Rue de Ponthieu, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/49%20Rue%20de%20Ponthieu%2C%2075008%20Paris%2C%20France/@48.8715966,2.3061318,17z",23:59 à 06:00,2023-12-23,"15,99 €",https://shotgun.live/events/dynastie-every-saturday-vaquero-birthday,"hip hop, afrobeat, trap, rap"
43,43,Version Originale #4,Kevin LS,,"18 Rue des Quatre Vents, 75006 Paris, France",Non mentionné,"https://www.google.com/maps/search/18%20Rue%20des%20Quatre%20Vents%2C%2075006%20Paris%2C%20France/@48.8518507,2.3375909,17z",23:59 à 05:00,2023-12-23,Gratuit,https://shotgun.live/events/version-originale-4,
44,44,MONSIEUR CIRQUE // SAMEDI 23 DECEMBRE // Boum Boum,JET LAG PRODUCTION,,"37 Av. de Friedland, 75008 Paris, France",Boum Boum,"https://www.google.com/maps/search/Boum%20Boum%2C%2037%20Av.%20de%20Friedland%2C%2075008%20Paris%2C%20France/@48.873977,2.29947,17z",23:59 à 05:30,2023-12-23,"18,99 €",https://shotgun.live/events/monsieur-cirque-samedi-23-decembre-boum-boum,
45,45,"KÖMMA : Robin Tordjman, Touzani",KOMMA,"Robin Tordjman, Touzani","65 Rue Pierre Charron, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/65%20Rue%20Pierre%20Charron%2C%2075008%20Paris%2C%20France/@48.8701396,2.3040972,17z",23:59 à 07:00,2023-12-24,"15,99 €",https://shotgun.live/events/komma-robin-tordjman-touzani,"house, melodic house & techno"
46,46,"After O'Clock : KID, Kristofo & Street Machine",GLAZART,"Kristofo, Glazart","7 Av. de la Prte de la Villette, 75019 Paris, France",Glazart,"https://www.google.com/maps/search/Glazart%2C%207%20Av.%20de%20la%20Prte%20de%20la%20Villette%2C%2075019%20Paris%2C%20France/@48.899326,2.3867336,17z",06:00 à 16:00,2023-12-24,"9,50 €",https://shotgun.live/events/after-o-clock-kid-kristofo-remain,techno
47,47,Sivilizasyon x Gambetta Club After Party Techno Noël !,Sivilizasyon,BenMaster,"104 Rue de Bagnolet, 75020 Paris, France",Le Gambetta,"https://www.google.com/maps/search/Le%20Gambetta%2C%20104%20Rue%20de%20Bagnolet%2C%2075020%20Paris%2C%20France/@48.8594913,2.4030945,17z",18:00 à 05:30,2023-12-24,Gratuit,https://shotgun.live/events/sivilizasyon-x-gambetta-club-after-party-techno-noel,techno
48,48,WEEK END - CHRISTMAS PARTY,LES FOLIES PIGALLE,,"11 Pl. Pigalle, 75009 Paris, France",Folies Pigalle,"https://www.google.com/maps/search/Folies%20Pigalle%2C%2011%20Pl.%20Pigalle%2C%2075009%20Paris%2C%20France/@48.8819903,2.3368769,17z",23:00 à 06:00,2023-12-24,"11,99 €",https://shotgun.live/events/week-end-christmas-party,"r&b, rap, hip hop, trap, drill, dance"
49,49,Clara Paris x Leto live performance,Club 31,,"552 Rue de Flins, 78410 Bouafle, France",Non mentionné,"https://www.google.com/maps/search/552%20Rue%20de%20Flins%2C%2078410%20Bouafle%2C%20France/@48.9696587,1.897297,17z",23:59 à 06:00,2023-12-24,"100,80 €",https://shotgun.live/events/clara-paris-x-leto-live-performance,
50,50,Fuck Monday X DJ SYT and Friends,Fullnafull Paris,DJ SYT,"9 Rue Daunou, 75002 Paris, France",CLUB VENDOME,"https://www.google.com/maps/search/CLUB%20VENDOME%2C%209%20Rue%20Daunou%2C%2075002%20Paris%2C%20France/@48.8692647,2.3318765,17z",01:30 à 07:00,2023-12-25,"10,99 €",https://shotgun.live/events/fuck-monday-x-dj-syt-and-friends,"afrobeat, hip hop"
51,51,ERASMUS XMAS PARTY_DUPLEX CLUB,ERASMUS PARIS NIGHTLIFE,,"2 bis Av. Foch, 75116 Paris, France",Le Duplex,"https://www.google.com/maps/search/Le%20Duplex%2C%202%20bis%20Av.%20Foch%2C%2075116%20Paris%2C%20France/@48.8736629,2.2925442,17z",23:00 à 05:30,2023-12-26,Gratuit,https://shotgun.live/events/erasmus-xmas-party-duplex-club,
52,52,Undercover #15 - Jolagreen23 & Zequin live,Undercover,,"142 Rue Montmartre, 75002 Paris, France",Sacré,"https://www.google.com/maps/search/Sacr%C3%A9%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8690667,2.3433652,17z",23:59 à 05:00,2023-12-27,"11,20 €",https://shotgun.live/events/undercover-15-jolagreen-23-zequin-live,
53,53,Fast Dirty Pop Release Party: KRL MX all night long,REX CLUB,Krl Mx,"5 Bd Poissonnière, 75002 Paris, France",Rex Club,"https://www.google.com/maps/search/Rex%20Club%2C%205%20Bd%20Poissonni%C3%A8re%2C%2075002%20Paris%2C%20France/@48.8705725,2.3473815,17z",23:59 à 07:00,2023-12-27,"8,80 €",https://shotgun.live/events/fast-dirty-pop-release-party-krl-mx-all-night-long,"techno, electro"
54,54,"HORDE FAMILY W/ SORÄ, SAÙDAD & FRIENDS",Silencio Club,"Sorä, Horde Paris, Saùdad","142 Rue Montmartre, 75002 Paris, France",Silencio Club,"https://www.google.com/maps/search/Silencio%20Club%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8689515,2.3434538,17z",22:00 à 04:00,2023-12-27,"10,00 €",https://shotgun.live/events/horde-w-sora-friends,"tech house, electro, house, deep house"
55,55,"KÖMMA : Closing 2023, Ronysool & Yomi",KOMMA,,"65 Rue Pierre Charron, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/65%20Rue%20Pierre%20Charron%2C%2075008%20Paris%2C%20France/@48.8701396,2.3040972,17z",23:59 à 07:00,2023-12-27,"15,99 €",https://shotgun.live/events/komma-ronysool-yomi-and-friends,"deep house, indie dance, tech house"
56,56,"Dusk Records Presents: Beste Hira, LYRIC, CRYME, NO MISS",REX CLUB,"LYRIC, CRYME, NO MISS","5 Bd Poissonnière, 75002 Paris, France",Rex Club,"https://www.google.com/maps/search/Rex%20Club%2C%205%20Bd%20Poissonni%C3%A8re%2C%2075002%20Paris%2C%20France/@48.8705725,2.3473815,17z",23:59 à 07:00,2023-12-28,"9,80 €",https://shotgun.live/events/dusk-records-presents-elise-masoni-lyric-cryme-no-miss,"techno, electro"
57,57,RAZZLe DAZZLe PARTy,Magnum Klub,"SHA.DOW, Pegazus_Musicc, k0uci","56 Rue de la Fontaine au Roi, 75011 Paris, France",Le Magnum Klub,"https://www.google.com/maps/search/Le%20Magnum%20Klub%2C%2056%20Rue%20de%20la%20Fontaine%20au%20Roi%2C%2075011%20Paris%2C%20France/@48.868099,2.3736702,17z",23:59 à 07:00,2023-12-28,"7,99 €",https://shotgun.live/events/razz-le-dazz-le-par-ty,"acid techno, techno, hard techno"
58,58,ATACAMA BY PABLO SAAVEDRA DE DECKER,Silencio Club,Pablo Saavedra de Decker,"142 Rue Montmartre, 75002 Paris, France",Silencio Club,"https://www.google.com/maps/search/Silencio%20Club%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8689515,2.3434538,17z",23:00 à 05:00,2023-12-28,"10,00 €",https://shotgun.live/events/atacama-x-pablo-saavedra-de-deckerr,
59,59,KIMONO EVENTS @CHEZMOUNE - Thursday 28.12,Chez Moune Paris,OTHAM,"54 Rue Jean-Baptiste Pigalle, 75009 Paris, France",Chez Moune,"https://www.google.com/maps/search/Chez%20Moune%2C%2054%20Rue%20Jean-Baptiste%20Pigalle%2C%2075009%20Paris%2C%20France/@48.8810495,2.3360343,17z",23:30 à 06:00,2023-12-28,"12,99 €",https://shotgun.live/events/kimono-events-chezmoune-thursday-28-12,"house, electro, deep tech, deep house, afro house, electro house"
60,60,Club — Kid Simius live (+) more,BADABOUM,KID SIMIUS,"2 bis Rue des Taillandiers, 75011 Paris, France",Badaboum,"https://www.google.com/maps/search/Badaboum%2C%202%20bis%20Rue%20des%20Taillandiers%2C%2075011%20Paris%2C%20France/@48.8535282,2.375755,17z",23:30 à 06:00,2023-12-28,"6,49 €",https://shotgun.live/events/club-kid-simius-more,"house, acid house, balearic"
61,61,Secteur Clos - Le Cockpit #1 W/ L'INTERNATIONAL,Secteur Clos,,"5/7 Rue Moret, 75011 Paris, France",L'International,"https://www.google.com/maps/search/L'International%2C%205%2F7%20Rue%20Moret%2C%2075011%20Paris%2C%20France/@48.866729,2.3796746,17z",23:59 à 06:00,2023-12-28,"3,99 €",https://shotgun.live/events/secteur-clos-le-cockpit-1-w-l-international,"techno, melodic house & techno, progressive house, acid techno"
