,Unnamed: 0,Event Title,Organizer,Artists,Location,Venue Name,Venue Link,Heure,Date,Price,Event Link,Genres
328,328,Untz Untz (Talking Machines x La Quarantaine),MovidaClubParis,"SuBuRbASs, Super Acid Bros, Séthi One, LLY, daphicha, Succubus, Drop out 303, Haphazard","32 Av. Corentin Cariou, 75019 Paris, France",MOVIDA CLUB PARIS,"https://www.google.com/maps/search/MOVIDA%20CLUB%20PARIS%2C%2032%20Av.%20Corentin%20Cariou%2C%2075019%20Paris%2C%20France/@48.8972242,2.3857316,17z",23:59 à 07:00,2024-01-12,"11,99 €",https://shotgun.live/events/untz-untz-talking-machines-x-la-quarantaine,"techno, hardtek, acid techno"
329,329,Voltage: Camion Bazar & Olivia Mendez,REX CLUB,"Camion Bazar, Olivia Mendez","5 Bd Poissonnière, 75002 Paris, France",Rex Club,"https://www.google.com/maps/search/Rex%20Club%2C%205%20Bd%20Poissonni%C3%A8re%2C%2075002%20Paris%2C%20France/@48.8705725,2.3473815,17z",23:59 à 07:00,2024-01-12,"15,80 €",https://shotgun.live/events/voltage-camion-bazar-olivia-mendez,"electro, techno"
330,330,House Of Underground 7 Years Anniversary !,La Machine du Moulin Rouge,"S. A. M., lucalozano, Stella Zekri, c̆̈h̆̈ĕ̈w̆̈c̆̈h̆̈ĕ̈w̆̈, MaisonBlanche, Onibaku","90 Bd de Clichy, 75018 Paris, France",La Machine du Moulin Rouge,"https://www.google.com/maps/search/La%20Machine%20du%20Moulin%20Rouge%2C%2090%20Bd%20de%20Clichy%2C%2075018%20Paris%2C%20France/@48.884201,2.3322401,17z",23:59 à 06:00,2024-01-12,"18,49 €",https://shotgun.live/events/house-of-underground-7-years-anniversary,techno
331,331,PASSION WITH VERA,Passion,"veragoesdeep, Majer, TANESHEY","109 Rue Oberkampf, 75011 Paris, France",Nouveau Casino,"https://www.google.com/maps/search/Nouveau%20Casino%2C%20109%20Rue%20Oberkampf%2C%2075011%20Paris%2C%20France/@48.8658713,2.3778975,17z",23:59 à 06:00,2024-01-12,"16,39 €",https://shotgun.live/events/passion-with-vera,"minimal house, minimal techno, progressive house"
332,332,"SEINE DUB CLUB #5 Higher Meditation, Decibell Sound System",Seine Dub Club,"Higher Meditation, Nia 'Songbird' Owen-Ford, Nia Songbird, Lance Hume, Steppa Mo'Jah Irie Sound","6 Port de la Gare, 75013 Paris, France",Nix Nox,"https://www.google.com/maps/search/Nix%20Nox%2C%206%20Port%20de%20la%20Gare%2C%2075013%20Paris%2C%20France/@48.8351368,2.3767748,17z",20:00 à 05:30,2024-01-12,"9,99 €",https://shotgun.live/events/seine-dub-club-5-higher-meditation-decibell-sound-system,"dub, reggae, electro, electronica, dubstep, drum & bass"
333,333,Vacuity Rec- Salomée Carriego Domi Helios Mc Garry B2B Paola,VACUITY RECORDS,"Salomée, Carriego, Domi, Paola, Helios Mac Garry","59 Bd Macdonald, 75019 Paris, France",La Péniche Cinéma - Le Baruda,"https://www.google.com/maps/search/La%20P%C3%A9niche%20Cin%C3%A9ma%20-%20Le%20Baruda%2C%2059%20Bd%20Macdonald%2C%2075019%20Paris%2C%20France/@48.8951057,2.3923174,17z",23:00 à 08:00,2024-01-12,"12,99 €",https://shotgun.live/events/vacuity-rec-salomee-carriego-domi-helios-mc-garry-b-2-b-paola,"minimal techno, electro, deep techno"
334,334,Flagrance - Back To The Origins,Groovalizacion,Flagrance Records,"44 Rue de la Folie Méricourt, 75011 Paris, France",Punk Paradise,"https://www.google.com/maps/search/Punk%20Paradise%2C%2044%20Rue%20de%20la%20Folie%20M%C3%A9ricourt%2C%2075011%20Paris%2C%20France/@48.8636957,2.3724211,17z",23:00 à 05:00,2024-01-12,"8,99 €",https://shotgun.live/events/flagrance-back-to-the-origins,"disco house, italo disco, house, funk"
335,335,"Radio Sofa x Bardouin : Elvira, Hyas b2b To Van Kao, Sofa",Radio Sofa,"Hyas, Elvira, To Van Kao, RADIO SOFA","6 Pl. du Marché, 93100 Montreuil, France",Le Chinois,"https://www.google.com/maps/search/Le%20Chinois%2C%206%20Pl.%20du%20March%C3%A9%2C%2093100%20Montreuil%2C%20France/@48.8581085,2.4341792,17z",23:00 à 05:00,2024-01-12,"8,99 €",https://shotgun.live/events/radio-sofa-x-bardouin-elvira-hyas-b-2-b-to-van-kao-sofa,"bass, grime, dub"
336,336,Delirium : Double Trouble Experience,OREMI,"The Ghost, Pierre Marty, Poggio",Lieu secret,Non mentionné,Lieu secret,23:59 à 10:00,2024-01-12,"15,99 €",https://shotgun.live/events/delirium-double-trouble-experience,"house, tech house, electro, techno, uk garage"
337,337,Classics Only au Gibus 12 Janvier,Casabey,,"18 Rue du Faubourg du Temple, 75011 Paris, France",Gibus Club,"https://www.google.com/maps/search/Gibus%20Club%2C%2018%20Rue%20du%20Faubourg%20du%20Temple%2C%2075011%20Paris%2C%20France/@48.86824,2.366323,17z",00:00,2024-01-12,"12,99 €",https://shotgun.live/events/classics-only-au-gibus-12-janvier,"afrobeat, rap, r&b, dance, dancehall"
338,338,LA TURBULENCE SUR SEINE,La Turbulence,dj Ancee,"9 Port de la Gare, 75013 Paris, France",Quai de la Photo,"https://www.google.com/maps/search/Quai%20de%20la%20Photo%2C%209%20Port%20de%20la%20Gare%2C%2075013%20Paris%2C%20France/@48.836563,2.3755323,17z",19:00 à 02:00,2024-01-12,Gratuit,https://shotgun.live/events/la-turbulence-sur-seine,pop
339,339,Fuego : Soirée Raï,La Cité Fertile,La Louuve,"14 Av. Edouard Vaillant, 93500 Pantin, France",La Cité Fertile,"https://www.google.com/maps/search/La%20Cit%C3%A9%20Fertile%2C%2014%20Av.%20Edouard%20Vaillant%2C%2093500%20Pantin%2C%20France/@48.898951,2.3987957,17z",19:30 à 00:30,2024-01-12,Gratuit,https://shotgun.live/events/fuego-soiree-rai,
340,340,Imswan + Kiala & Mario Afrobeat Experience,L'Alimentation Générale,,"64 Rue Jean-Pierre Timbaud, 75011 Paris, France",L'Alimentation Générale,"https://www.google.com/maps/search/L'Alimentation%20G%C3%A9n%C3%A9rale%2C%2064%20Rue%20Jean-Pierre%20Timbaud%2C%2075011%20Paris%2C%20France/@48.8667023,2.3744867,17z",20:00 à 23:00,2024-01-12,"6,59 €",https://shotgun.live/events/imswan-kiala-mario-afrobeat-experience,"afrobeat, reggae, rock, blues, jazz"
341,341,Concert : The Family,SEGUIN SOUND,,"1, Parvis de l'Île Seguin, 92100, Île Seguin, 92100 Boulogne-Billancourt, France",Seguin Sound,"https://www.google.com/maps/search/Seguin%20Sound%2C%201%2C%20Parvis%20de%20l'%C3%8Ele%20Seguin%2C%2092100%2C%20%C3%8Ele%20Seguin%2C%2092100%20Boulogne-Billancourt%2C%20France/@48.825235,2.2308999,17z",21:00 à 23:00,2024-01-12,Gratuit,https://shotgun.live/events/concert-the-family,"pop rock, soul, funk, disco, rock"
342,342,Attrape Rave - 3 Scènes (XXL),La Rotonde Stalingrad,"ItinéraireBis Records, SATURATION COLLECTIVE, L'Appart Music, MAYFLO, Vitaline, MLF // DJ SUPER JACKPOT, Naagra, NairLess, Stupid Child","6-8 Pl. de la Bataille de Stalingrad, 75019 Paris, France",La Rotonde Stalingrad,"https://www.google.com/maps/search/La%20Rotonde%20Stalingrad%2C%206-8%20Pl.%20de%20la%20Bataille%20de%20Stalingrad%2C%2075019%20Paris%2C%20France/@48.8834882,2.3695752,17z",22:00 à 06:00,2024-01-12,"9,99 €",https://shotgun.live/events/attrape-rave-3-scenes-xxl,"house, micro house, techno, breakbeat, ghettotech, baile funk"
343,343,Sacré présente Loulou Ferrari / The Space To Beat #2,Sacré,"Loulou Ferrari, FUNKY FRENCH LEAGUE","142 Rue Montmartre, 75002 Paris, France",Sacré,"https://www.google.com/maps/search/Sacr%C3%A9%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8690667,2.3433652,17z",23:00 à 06:00,2024-01-12,"10,00 €",https://shotgun.live/events/copy-of-sacre-presente-loulou-ferrari-the-space-to-beat-2,"house, deep house, tech house, disco house, disco, funk"
344,344,Jam Solidaire w/ Don Low & Guests,Jam Solidaire,DON LOW,"50 Rue St Sabin, 75011 Paris, France",Les Caves Saint-Sabin,"https://www.google.com/maps/search/Les%20Caves%20Saint-Sabin%2C%2050%20Rue%20St%20Sabin%2C%2075011%20Paris%2C%20France/@48.8586111,2.3691667,17z",23:00 à 06:00,2024-01-12,"6,99 €",https://shotgun.live/events/jam-solidaire-w-don-low-rony-guests,"drill, baile funk, afrobeat, hip hop, uk garage"
345,345,"BAE Party W/ Surf 2 Glory, Vitamine C, Djé Djé b2b Bérou",LA JAVA,"Surf 2 Glory, VITAMINE C, BÉROU, Djé Djé from the block, adopte une BAE 💖🌟","105 Rue du Faubourg du Temple, 75010 Paris, France",La Java,"https://www.google.com/maps/search/La%20Java%2C%20105%20Rue%20du%20Faubourg%20du%20Temple%2C%2075010%20Paris%2C%20France/@48.8711155,2.3738277,17z",23:30 à 07:00,2024-01-12,"10,69 €",https://shotgun.live/events/bae-party-w-surf-2-glory-vitamine-c-dje-dje-b-2-b-berou,"trance, progressive house, techno"
346,346,KITA KITO - 2ND EDITION,Kiss Club Paris,,"40 Rue du Colisée, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/40%20Rue%20du%20Colis%C3%A9e%2C%2075008%20Paris%2C%20France/@48.8716518,2.3110872,17z",23:30 à 05:30,2024-01-12,"15,99 €",https://shotgun.live/events/kita-kito-2nd-edition,"dance, rap, hip hop, pop, r&b, alternative dance"
347,347,Le Bal du 10eme # Vend 12 Jan,Etoiles,"David Stepanoff, Marc  Ryan","61 Rue du Château d'Eau, 75010 Paris, France",Les Étoiles,"https://www.google.com/maps/search/Les%20%C3%89toiles%2C%2061%20Rue%20du%20Ch%C3%A2teau%20d'Eau%2C%2075010%20Paris%2C%20France/@48.872467,2.35517,17z",23:55 à 06:00,2024-01-12,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-12-jan,"pop rock, hip hop, r&b, house, dance, disco"
348,348,"Club Sauvage invite Alphanova, Colapso, Sam Coste et Vickies",Club Sauvage,"Club Sauvage, Alphanova, ANGIE, La Babe, Colapso, ℝ𝕣𝕠𝕤𝕖 𝕊𝕖𝕝𝕒𝕧𝕪, SAM COSTE, Vickies","14 Rue Saint-Denis, 75001 Paris, France",Le Klub,"https://www.google.com/maps/search/Le%20Klub%2C%2014%20Rue%20Saint-Denis%2C%2075001%20Paris%2C%20France/@48.8591102,2.3479063,17z",23:59 à 05:45,2024-01-12,"7,00 €",https://shotgun.live/events/club-sauvage-invite-alphanova-colapso-sam-coste-et-vickies,"trance, progressive trance, indie dance, italo disco, techno, ebm"
349,349,Plans sur la comète @l'International - FAUSSE SCEPTIQUE,PLANS SUR LA COMETE,Fausse Sceptique,"5/7 Rue Moret, 75011 Paris, France",L'International,"https://www.google.com/maps/search/L'International%2C%205%2F7%20Rue%20Moret%2C%2075011%20Paris%2C%20France/@48.866729,2.3796746,17z",23:59 à 06:00,2024-01-12,"5,00 €",https://shotgun.live/events/plans-sur-la-comete-l-international-fausse-sceptique,"techno, trance, reggaeton, uk garage, hardcore, bass"
350,350,TEK MUSIC,Magnum Klub,"ChayniiX, Dj Épi, Okulte","56 Rue de la Fontaine au Roi, 75011 Paris, France",Le Magnum Klub,"https://www.google.com/maps/search/Le%20Magnum%20Klub%2C%2056%20Rue%20de%20la%20Fontaine%20au%20Roi%2C%2075011%20Paris%2C%20France/@48.868099,2.3736702,17z",23:59 à 07:00,2024-01-12,"7,99 €",https://shotgun.live/events/tek-music,"techno, hard techno, minimal techno, acid techno"
351,351,The Mall : Opening,NEWTRACK,"Bad Boombox, Elli Acula, Canelle Doublekick, Joe Lewandowski, Jaspe, Töm","22 Rue du Départ, 75015 Paris, France",Non mentionné,"https://www.google.com/maps/search/22%20Rue%20du%20D%C3%A9part%2C%2075015%20Paris%2C%20France/@48.8426524,2.3228065,17z",14:00 à 02:00,2024-01-13,"12,99 €",https://shotgun.live/events/the-mall-opening,"house, trance, techno"
352,352,ALARMA #01,ALARMA,"DJ AYA, Estella Boersma, Faster Horses, François X",Lieu secret,Non mentionné,Lieu secret,23:00 à 08:00,2024-01-13,"26,25 €",https://shotgun.live/events/alarma-01,"techno, hard groove, deep techno, minimal techno, german techno"
353,353,GET IN STEP x EATBRAIN 2024,OHLALA Productions,"Burr Oak, JADE (Eatbrain), MNDSCP, Merikan, Redpill, MC Coppa, AKOV, Screamarts, Theezer","59 Bd Macdonald, 75019 Paris, France",Cabaret Sauvage,"https://www.google.com/maps/search/Cabaret%20Sauvage%2C%2059%20Bd%20Macdonald%2C%2075019%20Paris%2C%20France/@48.8954475,2.3921596,17z",23:59 à 06:00,2024-01-13,"30,45 €",https://shotgun.live/events/get-in-step-x-eatbrain-2024,"drum & bass, bass"
354,354,Tarmac 3000 présente MACH #1 - Rotonde XXL / 3 Scènes,La Rotonde Stalingrad,"Tarmac 3000, mari.te, Velvet Spirit, Outdom Records, GATE 9, Boomkeur, Polymorphe","6-8 Pl. de la Bataille de Stalingrad, 75019 Paris, France",La Rotonde Stalingrad,"https://www.google.com/maps/search/La%20Rotonde%20Stalingrad%2C%206-8%20Pl.%20de%20la%20Bataille%20de%20Stalingrad%2C%2075019%20Paris%2C%20France/@48.8834882,2.3695752,17z",22:00 à 06:00,2024-01-13,"9,99 €",https://shotgun.live/events/tarmac-3000-presente-mach-1,"house, micro house, techno"
355,355,SETH x Molekül,SETH,"JKS, Beau Didier, Isaiah, Blame The Mono, Lucass P, BĐS",Lieu secret,Non mentionné,Lieu secret,23:00 à 08:00,2024-01-13,"19,99 €",https://shotgun.live/events/seth-x-molekul,"techno, hard groove, acid techno, breakbeat"
356,356,Fanforale du Douzbekistan · Aàgut,Le Point Fort d'Aubervilliers,"Aagut.contact, lafanforaledudouzbekistan","174 Av. Jean Jaurès, 93300 Aubervilliers, France",Le Point Fort d'Aubervilliers,"https://www.google.com/maps/search/Le%20Point%20Fort%20d'Aubervilliers%2C%20174%20Av.%20Jean%20Jaur%C3%A8s%2C%2093300%20Aubervilliers%2C%20France/@48.9133333,2.4035066,17z",20:00 à 23:59,2024-01-13,"6,99 €",https://shotgun.live/events/fanforale-du-douzbekistan-aagut,
357,357,HORS-SOL — Audrey Danza + Eoin DJ + Jolly,Le Trabendo,"Audrey Danza, eoin dj, Jolly","Parc de, Parc de la Villette, 211 Av. Jean Jaurès, 75019 Paris, France",Le Trabendo,"https://www.google.com/maps/search/Le%20Trabendo%2C%20Parc%20de%2C%20Parc%20de%20la%20Villette%2C%20211%20Av.%20Jean%20Jaur%C3%A8s%2C%2075019%20Paris%2C%20France/@48.8926277,2.3939626,17z",23:59 à 06:00,2024-01-13,"14,00 €",https://shotgun.live/events/hors-sol-audrey-danza-eoin-dj-jolly,"techno, trance"
358,358,WEIRDPLANET : SUBWAY SHAMANS | VIZIONN | BRAIN IMPACT & More,Nexus,"Subway Shamans, vizionn, BRAIN IMPACT, Jean Terechkova, TEOKAD 303 🚀, DICA, RADZE, MrGasmask, Epidemie","100 Av. du Général Leclerc, 93500 Pantin, France",Nexus,"https://www.google.com/maps/search/Nexus%2C%20100%20Av.%20du%20G%C3%A9n%C3%A9ral%20Leclerc%2C%2093500%20Pantin%2C%20France/@48.8971575,2.405313,17z",23:00 à 07:00,2024-01-13,"14,99 €",https://shotgun.live/events/weirdplanet-subway-shamans-l-vizionn-l-brain-impact-more,"hardtek, psytrance, trance, techno, acid techno, hard trance"
359,359,"THUNDER X GLAZART : DISSOLVER, LULU, D44 & More..",GLAZART,"LULU, Dissolver, D44, HELEN FREY, BLASTY","7 Av. de la Prte de la Villette, 75019 Paris, France",Glazart,"https://www.google.com/maps/search/Glazart%2C%207%20Av.%20de%20la%20Prte%20de%20la%20Villette%2C%2075019%20Paris%2C%20France/@48.899326,2.3867336,17z",23:59 à 06:00,2024-01-13,"5,00 €",https://shotgun.live/events/thunder-x-glazart-dissolver-lulu-d-44-more,"techno, hard techno"
360,360,"XLR Events Paris pres. SOUBEIRAN, DOUBLE TROUBLE & JAS/T",LE NOUVEAU CASINO,"Double Trouble (FR), Soubeiran, Jas/t","109 Rue Oberkampf, 75011 Paris, France",Nouveau Casino,"https://www.google.com/maps/search/Nouveau%20Casino%2C%20109%20Rue%20Oberkampf%2C%2075011%20Paris%2C%20France/@48.8658713,2.3778975,17z",00:00 à 06:00,2024-01-13,"12,99 €",https://shotgun.live/events/xlr-events-paris-pres-soubeiran-double-trouble-jas-t,"electro, techno, melodic house & techno, house"
361,361,Concert — Paris is Dancing : MYSS KETA live (+) Voguing,BADABOUM,M¥SS KETA,"2 bis Rue des Taillandiers, 75011 Paris, France",Badaboum,"https://www.google.com/maps/search/Badaboum%2C%202%20bis%20Rue%20des%20Taillandiers%2C%2075011%20Paris%2C%20France/@48.8535282,2.375755,17z",19:30 à 23:30,2024-01-13,"19,49 €",https://shotgun.live/events/paris-is-dancing-myss-keta-live,"house, footwork, club, jersey club, pop"
362,362,Generation 90 vs 2000 ( Sam 13 Jan ),Noctambuzz,,"23 Quai Valéry Giscard d'Estaing Face au, 75007 Paris, France",Bateau Concorde Atlantique,"https://www.google.com/maps/search/Bateau%20Concorde%20Atlantique%2C%2023%20Quai%20Val%C3%A9ry%20Giscard%20d'Estaing%20Face%20au%2C%2075007%20Paris%2C%20France/@48.8621239,2.3223502,17z",23:00 à 06:00,2024-01-13,"10,99 €",https://shotgun.live/events/generation-90-vs-2000-sam-13-jan,"pop rock, pop, hip hop, dance, house, r&b"
363,363,The Pulse : SDSM invites Vitaline x Hippø & the Jacket,LiveBar,"sdsm, HIPPØ & THE JACKET, Vitaline","Espl. Johnny Hallyday, 75012 Paris, France",Non mentionné,"https://www.google.com/maps/search/Espl.%20Johnny%20Hallyday%2C%2075012%20Paris%2C%20France/@48.8401319,2.3789948,17z",23:00 à 05:00,2024-01-13,"7,99 €",https://shotgun.live/events/the-pulse-sdsm-invites-vitaline-x-hippo-the-jacket,"techno, acid techno, progressive trance, deep techno, hard groove"
364,364,Rex Club Presents: Octave One Live & Jay Ka,REX CLUB,"octave one, Jay Ka","5 Bd Poissonnière, 75002 Paris, France",Rex Club,"https://www.google.com/maps/search/Rex%20Club%2C%205%20Bd%20Poissonni%C3%A8re%2C%2075002%20Paris%2C%20France/@48.8705725,2.3473815,17z",23:59 à 07:00,2024-01-13,"15,80 €",https://shotgun.live/events/rex-club-presents-octave-one-live-jay-ka,"electro, techno"
365,365,Claquettes Chausettes invite Mycelium,CLAQUETTES CHAUSSETTES,"Amör, Break A Leg, charleeps, DJ Overclock, ICHBINBATMAN (bybylei), Luz del Fuego, Vitaline, Claquettes Chaussettes, Mycelium Shroom Syndicate","45 Rue Delizy, 93500 Pantin, France",Sand Fabrik,"https://www.google.com/maps/search/Sand%20Fabrik%2C%2045%20Rue%20Delizy%2C%2093500%20Pantin%2C%20France/@48.8976849,2.4062283,17z",14:00 à 01:00,2024-01-13,"7,99 €",https://shotgun.live/events/claquettes-chausettes-invite-mycelium,"progressive house, house, acid house"
366,366,Les Shows d'Eros : le Grand Soir,Les Shows d'Eros,,"52 ter Rue des Vinaigriers, 75010 Paris, France",La Fabrique République,"https://www.google.com/maps/search/La%20Fabrique%20R%C3%A9publique%2C%2052%20ter%20Rue%20des%20Vinaigriers%2C%2075010%20Paris%2C%20France/@48.8734188,2.3598623,17z",19:30 à 04:00,2024-01-13,"35,00 €",https://shotgun.live/events/les-shows-d-eros-le-grand-soir,
367,367,FATRAS & CIE (SECONDE EDITION),Fatras Production,"ArIIanE, BigUpBOLO, Donkey, Mon Amour, Nuev, Yōna","Bassin de la Villette face au, 34 Quai de la Loire, 75019 Paris, France",La Péniche Anako,"https://www.google.com/maps/search/La%20P%C3%A9niche%20Anako%2C%20Bassin%20de%20la%20Villette%20face%20au%2C%2034%20Quai%20de%20la%20Loire%2C%2075019%20Paris%2C%20France/@48.8849411,2.3733909,17z",20:00 à 00:00,2024-01-13,"6,99 €",https://shotgun.live/events/fatras-cie-seconde-edition,"rap, trap, house, new wave"
368,368,baile do cachorro peixe apresenta MC MENO K,Baile Do Cachorro Peixe,,Lieu secret,Non mentionné,Lieu secret,23:00 à 05:00,2024-01-13,"15,99 €",https://shotgun.live/events/baile-do-cachorro-peixe-apresenta-mc-meno-k,
369,369,Coquina w/ Miura - A la folie,À la folie paris,"MIURA, Fenouil2000, LUCIFER, Mokish, Loki Starfish","A la Folie - Folie L2 - Parc de, 26 Av. Corentin Cariou, 75019 Paris, France",À la folie,"https://www.google.com/maps/search/%C3%80%20la%20folie%2C%20A%20la%20Folie%20-%20Folie%20L2%20-%20Parc%20de%2C%2026%20Av.%20Corentin%20Cariou%2C%2075019%20Paris%2C%20France/@48.8950245,2.3851478,17z",23:00 à 06:00,2024-01-13,"8,50 €",https://shotgun.live/events/coquina-w-miura-a-la-folie,"disco, italo disco, classical, house"
370,370,LA + GROSSE SOIREE HIP HOP DE FRANCE START GAME EPISODE 13,BK PRODUCTIONS,,"3 Port des Champs-Élysées, 75008 Paris, France",Bridge Club,"https://www.google.com/maps/search/Bridge%20Club%2C%203%20Port%20des%20Champs-%C3%89lys%C3%A9es%2C%2075008%20Paris%2C%20France/@48.8640808,2.3121334,17z",23:30 à 05:00,2024-01-13,"10,99 €",https://shotgun.live/events/la-grosse-soiree-hip-hop-de-france-start-game-episode-13,
371,371,Quartiers Rouges invite Positive Education,La Machine du Moulin Rouge,"aquarian, Beatrice M., BIANCA OBLIVION, 𝙳𝚓𝚛𝚞𝚖, Flowdan, keki","90 Bd de Clichy, 75018 Paris, France",La Machine du Moulin Rouge,"https://www.google.com/maps/search/La%20Machine%20du%20Moulin%20Rouge%2C%2090%20Bd%20de%20Clichy%2C%2075018%20Paris%2C%20France/@48.884201,2.3322401,17z",23:59 à 06:00,2024-01-13,,https://shotgun.live/events/quartiers-rouges-invite-positive-education,"bass, electro, grime, techno, experimental"
372,372,DARK TERRITORIES,Magnum Klub,"RAScroc, Hyphae - Soundblasting Records, LÉAX [SquareLab Music], Giannis Kis, INNER DANGER","56 Rue de la Fontaine au Roi, 75011 Paris, France",Le Magnum Klub,"https://www.google.com/maps/search/Le%20Magnum%20Klub%2C%2056%20Rue%20de%20la%20Fontaine%20au%20Roi%2C%2075011%20Paris%2C%20France/@48.868099,2.3736702,17z",23:59 à 07:00,2024-01-13,"7,99 €",https://shotgun.live/events/dark-territories,"techno, psytrance, dark psytrance, progressive psytrance"
373,373,"After O'Clock : Masst, Camille Rodriguez & Dj Jee",GLAZART,"Glazart, Camille Rodriguez, Dj Jee, masst","7 Av. de la Prte de la Villette, 75019 Paris, France",Glazart,"https://www.google.com/maps/search/Glazart%2C%207%20Av.%20de%20la%20Prte%20de%20la%20Villette%2C%2075019%20Paris%2C%20France/@48.899326,2.3867336,17z",06:00 à 16:00,2024-01-13,"9,50 €",https://shotgun.live/events/after-o-clock-double-trouble-camille-rodriguez-dj-jee,techno
374,374,VS SHOW 2k24,Vs Show,,"51 Rue de Ponthieu, 75008 Paris, France",Non mentionné,"https://www.google.com/maps/search/51%20Rue%20de%20Ponthieu%2C%2075008%20Paris%2C%20France/@48.8714402,2.3057988,17z",06:00 à 23:08,2024-01-13,Gratuit,https://shotgun.live/events/vs-show-2-k-24,
375,375,LES PARISIENNES N19,swingsy,,"84 Rue Saint-Honoré, 75001 Paris, France",LM : Club La Marquise,"https://www.google.com/maps/search/LM%20%3A%20Club%20La%20Marquise%2C%2084%20Rue%20Saint-Honor%C3%A9%2C%2075001%20Paris%2C%20France/@48.8614926,2.3428558,17z",16:00 à 20:30,2024-01-13,"31,50 €",https://shotgun.live/events/les-parisiennes-n-19,
376,376,SYMPHONIES DISSONANTES #5 Bait Burning Kross LR666  Guimauve,SYMPHONIES DISSONANTES,"Burning Kross, LR666","Pl. du Maquis du Vercors, 75020 Paris, France",Cirque Electrique,"https://www.google.com/maps/search/Cirque%20Electrique%2C%20Pl.%20du%20Maquis%20du%20Vercors%2C%2075020%20Paris%2C%20France/@48.8768279,2.4093724,17z",18:00 à 02:00,2024-01-13,,https://shotgun.live/events/symphonies-dissonantes-5-bait-burning-kross-lr-666-guimauve,"post-punk, punk, electro, noise, hardcore"
377,377,UTOPIA x Cité Fertile w/ Guilhem & Mayflo,La Cité Fertile,"MAYFLO, maggie musique","14 Av. Edouard Vaillant, 93500 Pantin, France",La Cité Fertile,"https://www.google.com/maps/search/La%20Cit%C3%A9%20Fertile%2C%2014%20Av.%20Edouard%20Vaillant%2C%2093500%20Pantin%2C%20France/@48.898951,2.3987957,17z",19:30 à 00:30,2024-01-13,Gratuit,https://shotgun.live/events/club-utopia,
378,378,Lavomatic + Camille Swan,L'Alimentation Générale,Lavomatic,"64 Rue Jean-Pierre Timbaud, 75011 Paris, France",L'Alimentation Générale,"https://www.google.com/maps/search/L'Alimentation%20G%C3%A9n%C3%A9rale%2C%2064%20Rue%20Jean-Pierre%20Timbaud%2C%2075011%20Paris%2C%20France/@48.8667023,2.3744867,17z",20:00 à 23:00,2024-01-13,Gratuit,https://shotgun.live/events/lavomatic-camille-swan,"garage, rock, pop rock, pop"
379,379,Concert : Androck,SEGUIN SOUND,,"1, Parvis de l'Île Seguin, 92100, Île Seguin, 92100 Boulogne-Billancourt, France",Seguin Sound,"https://www.google.com/maps/search/Seguin%20Sound%2C%201%2C%20Parvis%20de%20l'%C3%8Ele%20Seguin%2C%2092100%2C%20%C3%8Ele%20Seguin%2C%2092100%20Boulogne-Billancourt%2C%20France/@48.825235,2.2308999,17z",21:00 à 23:00,2024-01-13,Gratuit,https://shotgun.live/events/concert-androck,"pop rock, punk, indie rock"
380,380,"SOIRÉE TZIGANE ""Spécial NOUVEL AN ORTHODOXE""",LA BELLEVILLOISE,,"19-21 Rue Boyer, 75020 Paris, France",La Bellevilloise,"https://www.google.com/maps/search/La%20Bellevilloise%2C%2019-21%20Rue%20Boyer%2C%2075020%20Paris%2C%20France/@48.8683511,2.3921569,17z",22:00 à 05:30,2024-01-13,"12,00 €",https://shotgun.live/events/soiree-tzigane-special-nouvel-an-orthodoxe,
381,381,TRAP AFRICA,LES FOLIES PIGALLE,,"11 Pl. Pigalle, 75009 Paris, France",Folies Pigalle,"https://www.google.com/maps/search/Folies%20Pigalle%2C%2011%20Pl.%20Pigalle%2C%2075009%20Paris%2C%20France/@48.8819903,2.3368769,17z",23:00 à 06:00,2024-01-13,"11,99 €",https://shotgun.live/events/trap-africa,"rap, trap, afrobeat, dancehall, hip hop"
382,382,Sacré présente La Minimalerie #2,Sacré,"Mel C, Youn Caro, Childérik, neet","142 Rue Montmartre, 75002 Paris, France",Sacré,"https://www.google.com/maps/search/Sacr%C3%A9%2C%20142%20Rue%20Montmartre%2C%2075002%20Paris%2C%20France/@48.8690667,2.3433652,17z",23:00 à 06:00,2024-01-13,"10,00 €",https://shotgun.live/events/sacre-presente-la-minimalerie-2,"house, acid house, tech house, disco house, disco"
383,383,Club — Tatie Dee residency invite Volcov b2b Kai Alcé,BADABOUM,"Tatie Dee, neroli, Kai Alce, Kaidi Kat","2 bis Rue des Taillandiers, 75011 Paris, France",Badaboum,"https://www.google.com/maps/search/Badaboum%2C%202%20bis%20Rue%20des%20Taillandiers%2C%2075011%20Paris%2C%20France/@48.8535282,2.375755,17z",23:30 à 07:00,2024-01-13,"13,49 €",https://shotgun.live/events/club-tatie-dee-residency-invite-volcov-b-2-b-kai-alce,"house, deep house, electro"
